CAMIS,Longitude,Latitude,Source,Dataset Date
41676490,-73.90980278,40.88597739,TIGER/ArcMap,5/15/2015
41676526,-73.90685265,40.90641345,TIGER/ArcMap,5/15/2015
41676423,-73.84883521,40.69461956,TIGER/ArcMap,5/15/2015
41676543,-74.00775506,40.70813713,TIGER/ArcMap,5/15/2015
41676577,-73.98350337,40.74624961,TIGER/ArcMap,5/15/2015
41676498,-73.98516989,40.61033826,TIGER/ArcMap,5/15/2015
41676561,-73.94887831,40.78856903,TIGER/ArcMap,5/15/2015
41676581,-73.7251657,40.73365631,TIGER/ArcMap,5/15/2015
41676437,-73.99448567,40.6022903,TIGER/ArcMap,5/15/2015
41676787,-74.00103153,40.72577362,TIGER/ArcMap,5/15/2015
41676858,-73.96882857,40.75434055,TIGER/ArcMap,5/15/2015
41676908,-73.95645374,40.59872098,TIGER/ArcMap,5/15/2015
41676904,-74.00358338,40.75079802,TIGER/ArcMap,5/15/2015
41677034,-73.98520911,40.72364123,TIGER/ArcMap,5/15/2015
41677080,-73.88452704,40.87415809,TIGER/ArcMap,5/15/2015
41677120,-73.9712879,40.75785839,TIGER/ArcMap,5/15/2015
41677117,-73.94652066,40.65101218,TIGER/ArcMap,5/15/2015
41677059,-73.98013926,40.57560629,TIGER/ArcMap,5/15/2015
41677130,-73.96287171,40.79912266,TIGER/ArcMap,5/15/2015
41677155,-73.8494213,40.87487426,TIGER/ArcMap,5/15/2015
41677240,-73.78621954,40.84671828,TIGER/ArcMap,5/15/2015
41677179,-73.93623058,40.62210587,TIGER/ArcMap,5/15/2015
41677255,-73.99186898,40.75958955,TIGER/ArcMap,5/15/2015
41677257,-73.95191414,40.71601959,TIGER/ArcMap,5/15/2015
41677131,-73.92233081,40.76719697,TIGER/ArcMap,5/15/2015
41677260,-73.88982726,40.8723398,TIGER/ArcMap,5/15/2015
41677309,-73.96329283,40.76215698,TIGER/ArcMap,5/15/2015
41677328,-73.95930208,40.65317238,TIGER/ArcMap,5/15/2015
41677379,-73.98845198,40.76937372,TIGER/ArcMap,5/15/2015
41677411,-73.80371188,40.76181332,TIGER/ArcMap,5/15/2015
41677489,-73.97026686,40.64668125,TIGER/ArcMap,5/15/2015
41677452,-73.91367809,40.76540361,TIGER/ArcMap,5/15/2015
41677534,-73.87405996,40.73429092,TIGER/ArcMap,5/15/2015
41677480,-73.99258099,40.76348209,TIGER/ArcMap,5/15/2015
41677520,-73.98223855,40.74099721,TIGER/ArcMap,5/15/2015
41677626,-74.00549435,40.70900683,TIGER/ArcMap,5/15/2015
41677644,-73.98972791,40.59952312,TIGER/ArcMap,5/15/2015
41677849,-73.97067257,40.7641609,TIGER/ArcMap,5/15/2015
41677658,-73.97619865,40.67349664,TIGER/ArcMap,5/15/2015
41677868,-73.91896176,40.70407319,TIGER/ArcMap,5/15/2015
41677561,-73.88044785,40.75009807,TIGER/ArcMap,5/15/2015
41677944,-73.93114422,40.66779676,TIGER/ArcMap,5/15/2015
41677912,-73.94918258,40.75118686,TIGER/ArcMap,5/15/2015
41678100,-73.8914501,40.67645633,TIGER/ArcMap,5/15/2015
41678140,-73.90445892,40.87950587,TIGER/ArcMap,5/15/2015
41678092,-73.9708491,40.79350549,TIGER/ArcMap,5/15/2015
41678309,-73.87983032,40.8403817,TIGER/ArcMap,5/15/2015
41678310,-73.98570295,40.67664152,TIGER/ArcMap,5/15/2015
41678146,-73.85955038,40.74896955,TIGER/ArcMap,5/15/2015
41678260,-73.8353624,40.83832571,TIGER/ArcMap,5/15/2015
41678328,-73.95628193,40.67513064,TIGER/ArcMap,5/15/2015
41678422,-73.9891162,40.74784993,TIGER/ArcMap,5/15/2015
41678381,-73.96027481,40.7620572,TIGER/ArcMap,5/15/2015
41678553,-73.9951348,40.75000857,TIGER/ArcMap,5/15/2015
41678386,-73.89653449,40.86334337,TIGER/ArcMap,5/15/2015
41678430,-73.91572883,40.76430329,TIGER/ArcMap,5/15/2015
41678685,-73.99469295,40.72059682,TIGER/ArcMap,5/15/2015
41678691,-73.98907411,40.74813375,TIGER/ArcMap,5/15/2015
41678642,-73.85140686,40.67498807,TIGER/ArcMap,5/15/2015
41678706,-73.92263981,40.83600855,TIGER/ArcMap,5/15/2015
41678734,-73.90709951,40.88665575,TIGER/ArcMap,5/15/2015
41678668,-73.99782431,40.6039503,TIGER/ArcMap,5/15/2015
41678659,-73.84347189,40.72116385,TIGER/ArcMap,5/15/2015
41678695,-74.00165795,40.74592379,TIGER/ArcMap,5/15/2015
41678767,-73.95773431,40.71141923,TIGER/ArcMap,5/15/2015
41678866,-73.92847457,40.8513192,TIGER/ArcMap,5/15/2015
41678970,-73.98391386,40.72627544,TIGER/ArcMap,5/15/2015
41678772,-73.84259202,40.68978917,TIGER/ArcMap,5/15/2015
41678934,-73.99726251,40.73666245,TIGER/ArcMap,5/15/2015
41678997,-74.01117481,40.71519048,TIGER/ArcMap,5/15/2015
41678959,-73.99411558,40.76137618,TIGER/ArcMap,5/15/2015
41678996,-73.92519225,40.82694478,TIGER/ArcMap,5/15/2015
41678979,-73.95794744,40.64391313,TIGER/ArcMap,5/15/2015
41679009,-73.98625543,40.68911969,TIGER/ArcMap,5/15/2015
41679004,-73.97983266,40.74551244,TIGER/ArcMap,5/15/2015
41679163,-73.98988968,40.64364399,TIGER/ArcMap,5/15/2015
41679172,-74.00264657,40.73075636,TIGER/ArcMap,5/15/2015
41679211,-73.98982889,40.71794211,TIGER/ArcMap,5/15/2015
41679293,-73.91991899,40.74187257,TIGER/ArcMap,5/15/2015
41679308,-73.92871334,40.85607162,TIGER/ArcMap,5/15/2015
41679501,-74.01164882,40.70400747,TIGER/ArcMap,5/15/2015
41679355,-73.9190897,40.80743869,TIGER/ArcMap,5/15/2015
41679424,-73.99055144,40.71396668,TIGER/ArcMap,5/15/2015
41679503,-73.98556662,40.74116774,TIGER/ArcMap,5/15/2015
41679544,-73.98899989,40.66583923,TIGER/ArcMap,5/15/2015
41679329,-73.99443734,40.64060175,TIGER/ArcMap,5/15/2015
41679611,-73.91858302,40.74410681,TIGER/ArcMap,5/15/2015
41679670,-73.96660851,40.69734881,TIGER/ArcMap,5/15/2015
41679646,-74.00099404,40.7295024,TIGER/ArcMap,5/15/2015
41679653,-73.95773431,40.71141923,TIGER/ArcMap,5/15/2015
41679712,-74.00974298,40.70976509,TIGER/ArcMap,5/15/2015
41679736,-73.98139777,40.75533383,TIGER/ArcMap,5/15/2015
41679739,-73.99784375,40.75310212,TIGER/ArcMap,5/15/2015
41679879,-74.00661348,40.7312707,TIGER/ArcMap,5/15/2015
41679934,-73.90537717,40.83084875,TIGER/ArcMap,5/15/2015
41679966,-73.94160906,40.83842217,TIGER/ArcMap,5/15/2015
41679993,-73.96181206,40.65484326,TIGER/ArcMap,5/15/2015
41680107,-73.88728385,40.83727443,TIGER/ArcMap,5/15/2015
41680013,-73.92627016,40.7032446,TIGER/ArcMap,5/15/2015
41679996,-73.9483244,40.63848455,TIGER/ArcMap,5/15/2015
41680076,-74.00720892,40.6412884,TIGER/ArcMap,5/15/2015
41680092,-73.89838146,40.88338923,TIGER/ArcMap,5/15/2015
41680111,-73.92858331,40.83447559,TIGER/ArcMap,5/15/2015
41680145,-74.00112083,40.72787772,TIGER/ArcMap,5/15/2015
41680137,-73.96634924,40.76151651,TIGER/ArcMap,5/15/2015
41680151,-74.00264073,40.73260116,TIGER/ArcMap,5/15/2015
41680163,-73.98981849,40.75469362,TIGER/ArcMap,5/15/2015
41680112,-73.82364132,40.73004684,TIGER/ArcMap,5/15/2015
41680256,-73.95822055,40.6477173,TIGER/ArcMap,5/15/2015
41680423,-73.9757734,40.68352976,TIGER/ArcMap,5/15/2015
41680367,-73.83351221,40.86888634,TIGER/ArcMap,5/15/2015
41680332,-73.96272154,40.67280586,TIGER/ArcMap,5/15/2015
41680425,-74.0064742,40.63815566,TIGER/ArcMap,5/15/2015
41680471,-73.99497559,40.72080509,TIGER/ArcMap,5/15/2015
41680534,-73.98722112,40.74467403,TIGER/ArcMap,5/15/2015
41680586,-74.00886244,40.70916736,TIGER/ArcMap,5/15/2015
41680592,-73.99349261,40.71699975,TIGER/ArcMap,5/15/2015
41680573,-73.92940791,40.69362179,TIGER/ArcMap,5/15/2015
41680635,-73.8898558,40.74922402,TIGER/ArcMap,5/15/2015
41680991,-73.97366348,40.75944054,TIGER/ArcMap,5/15/2015
41680953,-73.94810472,40.63642841,TIGER/ArcMap,5/15/2015
41681090,-73.98407444,40.72114589,TIGER/ArcMap,5/15/2015
41680956,-73.94354858,40.63196183,TIGER/ArcMap,5/15/2015
41681170,-73.97058383,40.75904614,TIGER/ArcMap,5/15/2015
41681185,-73.86561441,40.85964848,TIGER/ArcMap,5/15/2015
41681181,-73.99009143,40.73765939,TIGER/ArcMap,5/15/2015
41681319,-73.98466812,40.73055833,TIGER/ArcMap,5/15/2015
41681330,-73.92383735,40.70072175,TIGER/ArcMap,5/15/2015
41681203,-73.94454033,40.65112886,TIGER/ArcMap,5/15/2015
41681106,-73.81644713,40.79505007,TIGER/ArcMap,5/15/2015
41681164,-73.87671319,40.75049162,TIGER/ArcMap,5/15/2015
41681345,-73.80531888,40.70198425,TIGER/ArcMap,5/15/2015
41681333,-74.02760719,40.63209652,TIGER/ArcMap,5/15/2015
41681378,-73.87954393,40.66129246,TIGER/ArcMap,5/15/2015
41681629,-73.9214778,40.70564133,TIGER/ArcMap,5/15/2015
41681758,-73.96593935,40.76216314,TIGER/ArcMap,5/15/2015
41681841,-73.95835653,40.71829997,TIGER/ArcMap,5/15/2015
41681923,-73.94826039,40.8013615,TIGER/ArcMap,5/15/2015
41681786,-73.99498182,40.75509332,TIGER/ArcMap,5/15/2015
41682021,-73.97947464,40.64258248,TIGER/ArcMap,5/15/2015
41682019,-73.81817726,40.68862091,TIGER/ArcMap,5/15/2015
41682041,-73.98792098,40.76500328,TIGER/ArcMap,5/15/2015
41682122,-73.98616336,40.6891255,TIGER/ArcMap,5/15/2015
41682097,-73.92036338,40.64935794,TIGER/ArcMap,5/15/2015
41682198,-73.96388188,40.77540058,TIGER/ArcMap,5/15/2015
41682147,-73.92066608,40.66083492,TIGER/ArcMap,5/15/2015
41682237,-73.88370332,40.74338154,TIGER/ArcMap,5/15/2015
41682345,-73.98750628,40.75790619,TIGER/ArcMap,5/15/2015
41682323,-73.99780978,40.63834526,TIGER/ArcMap,5/15/2015
41682554,-73.9547143,40.76967713,TIGER/ArcMap,5/15/2015
41682591,-73.83380049,40.76054457,TIGER/ArcMap,5/15/2015
41682709,-73.99783724,40.71416119,TIGER/ArcMap,5/15/2015
41682600,-73.86830635,40.75729827,TIGER/ArcMap,5/15/2015
41682774,-73.99747579,40.59850976,TIGER/ArcMap,5/15/2015
41682406,-73.83248701,40.6994674,TIGER/ArcMap,5/15/2015
41682808,-73.9834783,40.72520792,TIGER/ArcMap,5/15/2015
41682935,-73.98340657,40.68891106,TIGER/ArcMap,5/15/2015
41682864,-73.97715585,40.75559844,TIGER/ArcMap,5/15/2015
41682994,-73.99142321,40.7138917,TIGER/ArcMap,5/15/2015
41683028,-73.98624232,40.74024301,TIGER/ArcMap,5/15/2015
41683066,-73.9916089,40.75557457,TIGER/ArcMap,5/15/2015
41682828,-73.89127024,40.7469171,TIGER/ArcMap,5/15/2015
41682968,-73.99826903,40.62575808,TIGER/ArcMap,5/15/2015
41683141,-73.95210219,40.71188926,TIGER/ArcMap,5/15/2015
41683080,-73.85979279,40.74406744,TIGER/ArcMap,5/15/2015
41683081,-73.86033625,40.75457698,TIGER/ArcMap,5/15/2015
41683394,-74.02226444,40.64506102,TIGER/ArcMap,5/15/2015
41683431,-73.95542652,40.77253793,TIGER/ArcMap,5/15/2015
41683392,-73.86454572,40.87144918,TIGER/ArcMap,5/15/2015
41683490,-73.98168039,40.68564296,TIGER/ArcMap,5/15/2015
41683337,-73.99494948,40.67998777,TIGER/ArcMap,5/15/2015
41683170,-73.93070547,40.61865831,TIGER/ArcMap,5/15/2015
41683619,-73.99070714,40.73492482,TIGER/ArcMap,5/15/2015
41683539,-73.89162408,40.67246593,TIGER/ArcMap,5/15/2015
41683562,-73.98840179,40.62079981,TIGER/ArcMap,5/15/2015
41683751,-73.95920255,40.72978111,TIGER/ArcMap,5/15/2015
41683759,-73.83173809,40.84612406,TIGER/ArcMap,5/15/2015
41683743,-73.82931633,40.76041491,TIGER/ArcMap,5/15/2015
41683812,-73.9929757,40.71602853,TIGER/ArcMap,5/15/2015
41683811,-73.98674124,40.70276408,TIGER/ArcMap,5/15/2015
41683856,-73.96156411,40.76195402,TIGER/ArcMap,5/15/2015
41683838,-73.9448929,40.79138489,TIGER/ArcMap,5/15/2015
41683961,-73.97193414,40.69315473,TIGER/ArcMap,5/15/2015
41684033,-73.90060961,40.71293144,TIGER/ArcMap,5/15/2015
41684054,-73.99316105,40.71960815,TIGER/ArcMap,5/15/2015
41684056,-73.99315681,40.7349704,TIGER/ArcMap,5/15/2015
41684379,-73.97364099,40.75136966,TIGER/ArcMap,5/15/2015
41684335,-73.96790716,40.68377123,TIGER/ArcMap,5/15/2015
41684250,-73.98281748,40.73090096,TIGER/ArcMap,5/15/2015
41684111,-73.97972441,40.68167226,TIGER/ArcMap,5/15/2015
41684352,-73.98473007,40.72741892,TIGER/ArcMap,5/15/2015
41684358,-73.96645334,40.6934366,TIGER/ArcMap,5/15/2015
41684504,-73.99736196,40.691128,TIGER/ArcMap,5/15/2015
41684486,-73.93023211,40.68919802,TIGER/ArcMap,5/15/2015
41684505,-73.98003788,40.77581899,TIGER/ArcMap,5/15/2015
41684638,-74.01012058,40.7159831,TIGER/ArcMap,5/15/2015
41684697,-73.98454639,40.73679556,TIGER/ArcMap,5/15/2015
41684567,-73.84325969,40.86196333,TIGER/ArcMap,5/15/2015
41684444,-73.92148068,40.77751477,TIGER/ArcMap,5/15/2015
41684926,-73.9855933,40.72732004,TIGER/ArcMap,5/15/2015
41684927,-73.9196715,40.76603582,TIGER/ArcMap,5/15/2015
41684955,-73.98438419,40.67137392,TIGER/ArcMap,5/15/2015
41684996,-73.91913012,40.86824724,TIGER/ArcMap,5/15/2015
41684725,-73.84606721,40.78070273,TIGER/ArcMap,5/15/2015
41684983,-73.78934698,40.72646989,TIGER/ArcMap,5/15/2015
41685002,-73.96911136,40.64066702,TIGER/ArcMap,5/15/2015
41685035,-73.95609358,40.68128186,TIGER/ArcMap,5/15/2015
41685153,-73.96434791,40.81074652,TIGER/ArcMap,5/15/2015
41685091,-74.00413229,40.65467155,TIGER/ArcMap,5/15/2015
41685267,-73.95374001,40.67414639,TIGER/ArcMap,5/15/2015
41685325,-73.94984548,40.67606524,TIGER/ArcMap,5/15/2015
41685305,-73.86546048,40.69153579,TIGER/ArcMap,5/15/2015
41685431,-73.9437816,40.60027624,TIGER/ArcMap,5/15/2015
41685527,-73.95614551,40.77558429,TIGER/ArcMap,5/15/2015
41685529,-73.98009641,40.74312999,TIGER/ArcMap,5/15/2015
41685505,-73.98228314,40.61318572,TIGER/ArcMap,5/15/2015
41685579,-73.94655528,40.78910874,TIGER/ArcMap,5/15/2015
41685696,-73.95958563,40.77125831,TIGER/ArcMap,5/15/2015
41685633,-73.93832138,40.80302566,TIGER/ArcMap,5/15/2015
41685780,-73.88711926,40.76477594,TIGER/ArcMap,5/15/2015
41685823,-74.00525886,40.71552763,TIGER/ArcMap,5/15/2015
41685900,-73.91575884,40.75738637,TIGER/ArcMap,5/15/2015
41686124,-73.87510275,40.74150931,TIGER/ArcMap,5/15/2015
41686184,-73.90733943,40.85375692,TIGER/ArcMap,5/15/2015
41686207,-73.88580317,40.85864208,TIGER/ArcMap,5/15/2015
41686215,-73.88218271,40.73793291,TIGER/ArcMap,5/15/2015
41686200,-73.9272235,40.63565568,TIGER/ArcMap,5/15/2015
41686263,-73.99062104,40.72466207,TIGER/ArcMap,5/15/2015
41686285,-73.96447891,40.68292043,TIGER/ArcMap,5/15/2015
41686421,-73.9382363,40.84054913,TIGER/ArcMap,5/15/2015
41686218,-74.02098145,40.63335849,TIGER/ArcMap,5/15/2015
41686481,-73.95861379,40.71909147,TIGER/ArcMap,5/15/2015
41686603,-73.98143647,40.67490883,TIGER/ArcMap,5/15/2015
41686650,-74.00323869,40.74908361,TIGER/ArcMap,5/15/2015
41686535,-73.8042133,40.67466921,TIGER/ArcMap,5/15/2015
41686208,-73.79625585,40.70951274,TIGER/ArcMap,5/15/2015
41686665,-74.00763106,40.71553647,TIGER/ArcMap,5/15/2015
41686653,-73.93327285,40.7030083,TIGER/ArcMap,5/15/2015
41686667,-73.92513821,40.69815973,TIGER/ArcMap,5/15/2015
41686709,-74.00574649,40.72442766,TIGER/ArcMap,5/15/2015
41686771,-73.95761896,40.5799719,TIGER/ArcMap,5/15/2015
41686842,-73.99684443,40.71783794,TIGER/ArcMap,5/15/2015
41686846,-73.89416624,40.85068555,TIGER/ArcMap,5/15/2015
41686787,-73.98110596,40.74461552,TIGER/ArcMap,5/15/2015
41686974,-73.96033784,40.71860805,TIGER/ArcMap,5/15/2015
41686828,-73.90713389,40.74578977,TIGER/ArcMap,5/15/2015
41687000,-73.96678009,40.59763529,TIGER/ArcMap,5/15/2015
41687073,-74.00620552,40.73383812,TIGER/ArcMap,5/15/2015
41687100,-73.95252539,40.65051796,TIGER/ArcMap,5/15/2015
41687192,-73.9875707,40.7579334,TIGER/ArcMap,5/15/2015
41687104,-73.92117528,40.75993125,TIGER/ArcMap,5/15/2015
41687206,-74.00479896,40.72861055,TIGER/ArcMap,5/15/2015
41687345,-73.99134599,40.75210539,TIGER/ArcMap,5/15/2015
41687397,-74.01474449,40.63670195,TIGER/ArcMap,5/15/2015
41687344,-73.91450759,40.83337119,TIGER/ArcMap,5/15/2015
41687136,-74.02814456,40.62349082,TIGER/ArcMap,5/15/2015
41687410,-73.99361746,40.69454629,TIGER/ArcMap,5/15/2015
41687431,-74.00808657,40.70977799,TIGER/ArcMap,5/15/2015
41687478,-73.91416306,40.8380976,TIGER/ArcMap,5/15/2015
41687515,-73.94386272,40.82537725,TIGER/ArcMap,5/15/2015
41687576,-73.88214296,40.76411415,TIGER/ArcMap,5/15/2015
41687588,-73.99332003,40.66860144,TIGER/ArcMap,5/15/2015
41687795,-73.87950137,40.74080301,TIGER/ArcMap,5/15/2015
41687715,-73.89243165,40.6363456,TIGER/ArcMap,5/15/2015
41687898,-73.98407644,40.74053971,TIGER/ArcMap,5/15/2015
41687902,-73.97956262,40.76119327,TIGER/ArcMap,5/15/2015
41687909,-73.97217839,40.76265246,TIGER/ArcMap,5/15/2015
41687904,-73.98617097,40.67738829,TIGER/ArcMap,5/15/2015
41687913,-73.99127441,40.75779555,TIGER/ArcMap,5/15/2015
